CAS,NOMBRE QUIMICO,FORMULA QUIMICA,OTROS NOMBRES
1317-33-5,Sulfuro de molibdeno (MoS2),MoS2,Pigmento Negro 34; disulfuro de molibdeno; sulfuro de molibdeno;A Powder;C-Powder;C.I. 77770;C.I. Pigment Black 34;DAG 206;DAG 325;DAG-V 657;DM 1;DM 1 (sulfide);DMI 7;Defric coat HMB 2;LM 13;LM 13 (lubricant);Liqui-Moly LM 11;Liqui-Moly LM 2;M 5;M 5 (lubricant);MD 40;MD 40 (lubricant);MVCh 1;Moly Fine Powder Y;Moly Powder B;Moly Powder C;Moly Powder PA;Moly Powder PB;Moly Powder PS;Molybdenum bisulfide;Molybdenum disulfide;Molybdenum disulfide (MoS2);Molybdenum sulfide;Molybdenum sulphide (MoS2);Molybdenum(IV) sulfide;Molycolloid CF 626;Molyform 15;Molyka R;Molyka R-L 3;Molykote;Molykote Microsize Powder;Molykote Z;Molykote Z Powder;Molysulfide;Mopol M;Mopol S;Motimol;NeoZ;Nichimoly C;OKS 110;PA Powder;Pigment Black 34;Powder PA;Solvest 390A;Sumipowder PA;T-Powder;UP 10;UP 50; C.I. 77770; C.I. Pigment Black 34; DAG 206; DAG 325; DAG-V 657; DM 1; DM 1 (sulfide); DMI 7; Defric coat HMB 2; LM 13; LM 13 (lubricant); Liqui-Moly LM 11; Liqui-Moly LM 2; M 5; M 5 (lubricant); MD 40; MD 40 (lubricant); MVCh 1; Moly Fi;BISULFURO DE MOLIBDENO
1317-35-7,Ôxido de manganeso (Mn3O4),Mn3O4,óxido de manganeso; óxido de manganeso; tetraóxido de manganeso; óxido de manganeso; tetraóxido Trimanganeso; M 34 (pigment); Manganese oxide; Manganese oxide (MnO4/3); Manganese tetraoxide; Manganomanganic oxide; Trimanganese tetraoxide; Trimanganese tetroxide;Brownox; M 34;Tetraóxido de manganeso
1317-36-8,Ôxido de plomo (PbO),OPb,Pigmento amarillo 46; monooxido plomo; óxido de plomo; protóxido de plomo; óxido de plumboso; Lead monooxide; Lead monoxide; Lead oxide; Lead oxide yellow; Lead protoxide; Lead(2+) oxide; Lead(II) oxide; Litharge; Litharge S; Litharge Yellow L 28; Pigment Yellow 46; Plumbous oxide; Yellow lead ocher;C.I. 77577; C.I. Pigment Yellow 46;Monóxido de plomo
1317-38-0,Ôxido de cobre (CuO),CuO,óxido de cobre Negro;  Pigmento Negro 15; monoxido de cobre; óxido cúprico; Black copper oxide; C.I. 77403; C.I. Pigment Black 15; Coopers Permatrace Copper; Copacaps; Copinox Lamb; Copper Brown; Copper monooxide; Copper monoxide; Copper monoxide (CuO); Copper oxide; Copper oxide (Cu4O4); Copper(2+) oxide; Copper(II) oxide; Copper(II) oxide (CuO); Copporal; Cupric oxide; ET; N 120; N 120 (oxide); N 520;NSC 83537;NanoActive CuO;NanoArc U 1102DBE;Nanotek CuO;Nanotek CuO-C;BYK-LP x 20704; Banacobru OL;Oxido de Cobre
1317-39-1,Ôxido de cobre (Cu2O),Cu2O,óxido de cobre; protóxido de cobre; subóxido de cobre; óxido cuproso; monóxido de dicobre; óxido de dicobre; Chem Copp 50; Cobre Sandoz; Copper Sandoz; Copper oxide; Copper protoxide; Copper suboxide; Copper(1+) oxide; Copper(I) oxide; Copper(I) oxide (Cu2O); Copperoxy; Cupramar; Cuprous oxide; Dicopper monooxide; Dicopper monoxide; Dicopper oxide; Fungimar; GG; GG (pigment); Lolo Tint 97; NC 102; NC 301;NC 301 (oxide);NC 303;NC 803;NSC 83538;NX 3;Nordox;Perenox;Purple Copp;R 30;R 30 (oxide);Red Copp 97N Premium;Red copper oxide;Yellow cuprocide;Ag Copp 75; C.I. 77402;Oxido cuproso
1317-40-4,Sulfuro de cobre (CuS),CuS,Pigmento azul 34; monosulfuro de cobre; sulfuro cúprico; monosulfuro Monocobre; Copper Blue; Copper monosulfide; Copper(2+) sulfide; Copper(II) sulfide; Cupric sulfide; Horace Vernet''''s Blue; Monocopper monosulfide; NSC 47694; Oil Blue;C.I. 77450; C.I. Pigment Blue 34;Sulfuro de cobre
1317-60-8,Hematita (Fe2O3),Fe.O,Hematita ; óxido de hierro rojo; DP 80; DP 80 (carrier); ED 100; Haematite; Hi-Dense 3; Hi-Dense 4; Iron  specular; MR 270E; Miox; Miox (mineral); Miox AS; Miox DB; Miox Micro 30; Miox Micro 40; Miox SF; Miox SG; Natural iron red; Natural red iron oxide; Oligist; Portafer AP; RO 4097FF;RO 8097FF;Raphisiderite;Specularite;gamma -Hematite;Hematite (8CI); Bengara MR 270E;Hematita
1317-61-9,Ôxido de hierro (Fe3O4),Fe3O4,ferrita de hierro; óxido de hierro; Ôxido de hierro negro; AX 3000; B 2550; B 6; B 6 (oxide); BK 45; BK 5099; BL 10; BL 10 (oxide); BL 100; BL 100P; BL 400; BL-SP; BM 200P; BM 611; Bayferrox 306; Bayferrox 316; Bayferrox 318; Bayferrox 320; Bayferrox 330; Bayferrox 8010; Bayferrox Black 318;Bayoxide E 8706;Bayoxide E 8707H;Bayoxide E 8708;Bayoxide E 8709;Bayoxide E 8710;Bayoxide E 8713H;BlackCap 1;Color MAT 220;Colortherm 303T;Dittany B 77499;Duploxide 88P;E 335;E 335 (oxide);ABL 205; ABL 207;  Tetraóxido de trihierro
1317-65-3,Caliza,Fórmula química no especificada,Piedra caliza; Agricultural limestone; Agstone; BLR 3; Betocarb 80; Betocarb HP-EN; Betocarb P 2; Britomya M; Britomya S; Britomya V; Calcidar 40; Calcilit 100; Calcilit 8; Calcitic limestone; Calibrite; Calibrite SL; Calmot AD; Calmote; Calplex VP; Calwhite; Carborex 2; Carborex 6;D 2;DF 5025;Drikalite;Durcal 10;Durcal 130;Durcal 15;Durcal 2;Durcal 2NH;Durcal 40;Durcal 65;Durcal C 640305;Emerys DB 04;Eskal 10;Finncarb 6002;ATF 20; ATF 40;Carbonato de calcio (1:1)
1317-71-1,Olivina - Grupo de  minerales,Fórmula química no especificada,"Olivino;áOlivinos;áMinerales, olivino grupo;áOlivino grupo;Olivine;Olivines;Minerals  olivine-group;Olivine-group; Minerals  olivine-group; Olivine-group;Olivine; Olivines;Olivino"
1317-80-2,Rutilo (TiO2),O2Ti,.Beta.-Rutilo; CR 515; CR Super 70; Lomon R 996; R 996; RM 301LP; RSC 5; SR 237; Sagenite; TR 248; TR 700; Tiona 696; Tiona RCL 595; Titanox 3020; Unitane OR; ZR 110; ZR 110 (titania); beta -Rutile;Rutile (8CI); Austiox R-CR;OXIDO DE TITANIO
131741-08-7,"Propanodinitrilo, 2-[2-[4-(1,4,5,6-tetrahidro-4-metil-6-oxo-3-piridazinil)fenil]hidrazinilideno]-",C14 H12 N6 O,Propanedinitrile  [[4-(1 4 5 6-tetrahydro-4-methyl-6-oxo-3-pyridazinyl)phenyl]hydrazono]- (9CI);Simendan;Nulo
1318-00-9,Vermiculita (Mg0.33 [Mg2-3 (AL0-1Fe0-1) 0-1] (Si2.33-3.33Al0.67-1.67) (OH) 2O10.4H2O),Al . Fe . 4 H2 O . H O . Mg . O3 Si . O,Vermiculita (8CI);áAV-I;áAV-I (mineral);áFPSV;áFR-MH;áG 1;áG 1 (mineral);áGrace 3;áGrace FPSV;áHTS;áHilcon S;áHilcon S 0;áHilcon S 1;áHilcon S 100-600;áHilcon S 2;áHilcon S 3;áHilcon S 80;áM 729;áMicrolite 903;áMicrolite 963;áMicrolite 963 plus;áMicrolite 963 Plus Plus;áMicrolite 963 +;áMicrolite novecientos sesenta y tres + +;áMicrolite HTS-XE;áOPV 1;áOPV 1 (mineral);áPCEV;áPalabora;áShawa Super Fain;áSiplast;áThermiculite 815;áVermex F;áVermiculita fina;áVerxite;áVerxspand;áZonolite; AV-I (mineral); FPSV; FR-MH; G 1; G 1 (mineral); Grace 3; Grace FPSV; HTS; Hilcon S; Hilcon S 0; Hilcon S 1; Hilcon S 1-600; Hilcon S 2; Hilcon S 3; Hilcon S 80; JISA 5009; M 729; Microlite 903; Microlite 963; Microlite 963 Plus; Microlite 963 Plus Plus; Microlite 963+;Microlite 963++;Microlite HTS-XE;OPV 1;OPV 1 (mineral);PCEV;Palabora;Shawa Super Fain;Siplast;Thermiculite 815;Vermex F;Vermex SF;Vermiculite Fine;Verxite;Vermiculite (8CI); AV-I;VERMICULITA EN AGUA
1318-16-7,Bauxita,Fórmula química no especificada,"8x20;áMinerales de aluminio,bauxita;áBauxita (Al2O3.xH2O);áBauxita minerales;áCarbo-HSP;áFlorite;áPoro-Cel;áPorocel;áO Porocel;áPorocel SRC; Bauxite (Al2O3.xH2O); Bauxite ores; Carbo-HSP; Florite; Poro-Cel; Porocel; Porocel O; Porocel SRC;8X20; Aluminum ores bauxite;BAUXITA"
131807-57-3,"2,4-Oxazolidinodiona, 5-metil-5-(4-fenoxi) -3 - (fenilamino) -",C22 H18 N2 O4,"5-metil-5-(4-fenoxifenil)-3-(fenilamino)-2,4-oxazolidinediona;  Famoxadone;  Famoxate; 5-Methyl-5-(4-phenoxyphenyl)-3-(phenylamino)-24-oxazolidinedione;  DPX-JE 874;Famoxadona (oxazolidinediona)"
13182-89-3,"1H-imidazol-1-etanol, 2-metil-5-nitro-, 1-benzoato",C13 H13 N3 O4,"1H-imidazol-1-etanol, 2-metil-5-nitro-, benzoato (éster) (9CI);áImidazol-1-etanol, 2-metil-5-nitro-, benzoato (6CI);áImidazol-1-etanol, 2-metil-5-nitro-, benzoato (éster) (8CI);áBenzoylmetronidazol;áKlion suspensión;áMetronidazol benzoato; Imidazole-1-ethanol  2-methyl-5-nitro-  benzoate (ester) (8CI); Benzoylmetronidazole; Klion suspension; Metronidazole benzoate;1H-Imidazole-1-ethanol 2-methyl-5-nitro- benzoate (ester) (9CI); Imidazole-1-ethanol 2-methyl-5-nitro- benzoate (6CI);BENZOILO METRODINAZOL"
13185-09-6,"3h-indazol-3-ona, 1,2-dihidro-1-(fenilmetil)-, sal de sodio (1:1)",C14 H12 N2 O . Na,1H-Indazol-3-ol  1-benzyl-  sodium salt (8CI);3H-Indazol-3-one 1 2-dihydro-1-(phenylmethyl)-  sodium salt (9CI);1-Benzyl-3-hydroxy-1H-indazole sodium salt;1-Benzyl-3-hydroxyindazole sodium salt;1H-Indazole  1-benzyl-3-hydroxy-  sodium salt;Nulo
131860-33-8,"Ácido bencenoacetico, 2 - [[6 - (2-cianofenoxi)-4-pirimidinil] oxi] -alfa- (metoximetileno) -, metil  éster, (Alfa E) -",C22 H17 N3 O5,"Ácido Benzeneacetico, 2-[[6 - (2-cianofenoxi)-4-pirimidinil] oxi]-.alfa.-(metoximetilene) -, éster metílico, Ç;  Abound;  Amistar;  Azoxystrobin;  Bankit;  Cruiser Extreme;  Dynasty;  Heritage;  Heritage 50DF;  ICI-A 5504;  Methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl]-3-methoxypropenoate;  Ortiva;  Priori;  Protege;  Protege FL;  Quadris; Benzeneacetic acid 2-[[6-(2-cyanophenoxy)-4-pyrimidinyl]oxy]-alpha -(methoxymethylene)- methyl ester (E)-;  A 14115;Azoxistrobin"
1319-46-6,Hidróxido de carbonato de plomo (Pb3(CO3)2(OH)2),C2H2O8Pb3,"carbonato de plomo ; hidróxido de carbonato de plomo; Pigmento blanco 1; óxido de carbonato de plomo, monohidrato;  subcarbonato de plomo; blanco de plomo;Carbonato de plomo (2PbCO3.Pb (OH) 2) (6CI);áhidróxido de carbonato de plomo (2PbCO3.Pb (OH) 2) (7CI);áPlomo, bis (carbonato) dihidroxitri-(8CI);Plomo, bis [carbonato (2 -)] dihidroxitri-;áALMEX;áBásico blanco carbonato de plomo;áCarbonato de plomo básico;áBásico carbonato de plomo (2PbCO3.Pb (OH) 2);áBerlín Blanco;Ácido carbónico, sal de plomo, de base;áCremnitz Blanco;áCerusa neerlandesa;áEnpaku;áFlake Blanco;áKrems Blanco;áhidróxido de carbonato de plomo (Pb3 (OH) 2 (CO3) 2);Ôxido de plomo carbonato (Pb3O (CO3) 2), monohidrato;áHidróxido de carbonato de plomo 2PbCO3.Pb [(OH) 2];Plomo subcarbonato;áAlbayalde;áNovade;áRolite plomo;áBlanco Plata;áPizarra Blanca;áEstabilizador 5012NS;áTricarbonatodihidroxitrilead;áVenecia Blanco;áCerusa Wartburg;áConductor blanco; Lead  bis(carbonato)dihydroxytri- (8CI); Lead  bis[carbonato(2-)]dihydroxytri-; Almex; Basic ca;Carbonato de plomo;CARBONATO BASICO DE PLOMO"
1319-77-3,"Fenol, metil -",C7H8O,Cresol ;  ácido cresílico;Cresol (8CI);Bacillol;Cresylic acid;Cresylol;Hydroxytoluene;Methylphenol;Tekresol;Tricresol;ar-Toluenol; Cresylic acid; Cresylol; Hydroxytoluene; Methylphenol; Tekresol; Tricresol; ar-Toluenol;Cresol (8CI); Bacillol;Cresol. (fenoles).
131918-61-1,"1,3-ciclohexanodiol, 5-[(2e)-2-[(1r,3as,7ar)-octahidro-1-[(1r,2e,4s)-5-hidroxi-1,4,5-trimetil-2-hexen-1-il]-7a-metil-4h-indeno-4-iliden]etilideno]-, (1r,3r,5z)-",C27 H44 O3,19-Nor-1 25-dihydroxyvitamin D2;Paricalcitol;Zemplar;Nulo
131933-66-9,"Octadecanamida, N-[2-etoxi-3-(fosfonooxi)] propil -",C23 H48 N O6 P,"Octadecanamide, N-[2-etoxi-3-(fosfonooxi)] propil -, (+-) -; Octadecanamide N-[2-ethoxy-3-(phosphonooxy)propyl]- (+-)-;ESTERFOSFATO ORGANICO"
13194-48-4,"Ácido fosforoditioico, O-etil S, S-dipropil éster",C8 H19 O2 P S2,"Fosforoditioato de etilo y propilo; O-etil S,S-ditiofosfato dipropil; Ethoprop; Ethoprophos; Mobile; Mocap; Mocap 10G; Mocap 6EC; O-Ethyl S S-dipropyl dithiophosphate; O-Ethyl S S-dipropyl phosphorodithioate; Profos; Prophos; Prophos (ester); Rovokil; S S-Dipropyl O-ethyl phosphorodithioate; VC 9-104;Ethyl propyl phosphorodithioate ((EtO)(PrS)2PO) (7CI); ENT 27318;Etoprofos"
132-20-7,"2-Piridinopropanoamina, N, N-dimetil-.gamma.-fenil-, (2Z)-2-butenodioato (1:1)",C16H20N2.C4H4O4,"2-piridinapropanamina, N, N-dimetil-.gamma.-fenil-, (Z)-2-butenedioate (1:1); Profenpiridamina maleato ; piridina, 2 - [. Alfa .- [2 - (dimetilamino ) etil] bencil] -, maleato (1:1); 1-fenil-1-(2-piridil)-3-maleinato dimetaminopropano; 1-fenil-1-(2-piridil)-3-maleato dimetilaminopropano; 2 - [. alfa .- [2 - (dimetilamino) etil] bencil] bimaleato piridina; Pyridine  2-[alpha -[2-(dimethylamino)ethyl]benzyl]-  maleate (1:1) (8CI); 1-Phenyl-1-(2-pyridyl)-3-dimethaminopropane maleinate; 1-Phenyl-1-(2-pyridyl)-3-dimethylaminopropane maleate; 2-[alpha -[2-(Dimethylamino)ethyl]benzyl]pyridine bimaleate; Daneral; Fervex; Inhiston; Metron; Naphcon A; PM 241; Pheniramine hydrogen maleate; Pheniramine maleate; Trimeton; Trimetose;2-Pyridinepropanamine NN-dimethyl-gamma -phenyl- (Z)-2-butenedioate (1:1); Prophenpyridamine maleate (6CI);MALEATO DE FENIRAMINA"
132-22-9,"2-Piridinopropanoamina, Gamma - (4-clorofenil)-N, N-dimetil -",C16H19ClN2,"Piridina, 2 - [p-cloro-.alpha .- [2 - (dimetilamino) etil] bencil] - ; clorofeniramina (+-)-; 1 - (p-clorofenil) -- piridina 1 - (2-piridil)-3-dimetilaminopropane; 2 - [p-cloro-.alpha .- [2 - (dimetilamino) etil] bencil]; 3 - (p-clorofenil) -3 - (2-piridil) -N, N-dimetilpropilamina; 4-clorofeniramina; Clorfenamina; (+-)-Chlorpheniramine; 1-(p-Chlorophenyl)-1-(2-pyridyl)-3-dimethylaminopropane; 2-[p-Chloro-alpha -[2-(dimethylamino)ethyl]benzyl]pyridine; 3-(p-Chlorophenyl)-3-(2-pyridyl)-N N-dimethylpropylamine; 4-Chloropheniramine; Allergican; Chloropheniramine; Chlorophenylpyridamine; Chloroprophenpyridamine; Chlorphenamine; Chlorpheniramine; Chlorprophenpyridamine; Haynon; RS-Chlorpheniramine; dl-1-(p-Chlorophenyl)-1-(2-pyridyl)-3-(dimethylamino)propane; gamma -(4-Chlorophenyl)-gamma -(2-pyridyl)propyldimethylamine;Pyridine 2-[p-chloro-alpha -[2-(dimethylamino)ethyl]benzyl]- (8CI); (+-)-Chloropheniramine;CLORFENAMINA MALEATO"
132-67-2,"Ácido benzoico, 2 - [(1-naftalenilamino) carbonil] -, sal de sodio (1:1)",C18H13NO3.Na,"Ácido benzoicoo, 2 - [(1-naphthalenilamino) carbonil] -, sal monosódico ; ftalámico, N-1-naftil-, sal monosódico ; Alanap; Alanap 3; N-1-Naphthylphthalamic acid sodium salt; Naptalam sodium; Naptalam sodium salt; Sodium N-1-naphthylphthalamate; Sodium N-1-naphthylphthalamic acid; Sodium NPA; Sodium naptalam; alpha -Naphthylphthalamic acid sodium salt;Benzoic acid 2-[(1-naphthalenylamino)carbonyl]- monosodium salt (9CI); Phthalamic acid N-1-naphthyl- monosodium salt (8CI);Naptalam (ácido naftilamílico)"
132-69-4,"1-Propanamina, N,N-dimetil-3-[[1-(fenilmetil)-1H-indazol-3-il]oxi]-, clorhidrato (1:1)",C19 H23 N3 O . Cl H,"] 1-Propanamino, N, N-dimetil-3-[[1 - (fenilmetil)-1H-indazol-3-il oxi] -, monoclorhidrato (9CI);á1H-Indazol, 1-bencil-3-[3 - (dimetilamino)] propoxi -, monoclorhidrato (8CI);ácloruro de 1-bencil-3-(3-dimetilaminopropoxi)-1H-indazol;á1-bencil-3-[3 - (dimetilamino) clorhidrato propoxi]-1H-indazol;áclorhidrato de 1-bencil-3-.gamma.-dimetilaminopropoxi-1H-indazol;áAF 864;áAfloben;áAlcidol;áAlgiflog;áAndolex;áBenalgin;áBenciflam;áBendaminol;áBenflogin;áBencidamina clorhidrato;áBenzindamino clorhidrato;áBencidamina clorhidrato;áBenzyrin;áDifflam;áDifflam Crema;áDifflam Oral Rinse;áDorinamin;áEnzamin;áImotril;áRirilim;áRiripen;áSalyzoron;áSaniflor;áTamas;áTantum;áVerax; 1-Benzyl-3-(3-dimethylaminopropoxy)-1H-indazole chloride; 1-Benzyl-3-[3-(dimethylamino)propoxy]-1H-indazole hydrochloride; 1-Benzyl-3-gamma -dimethylaminopropoxy-1H-indazole hydrochloride; AF 864; Afloben; Alcidol; Algiflog; Andolex; Benalgin; Benciflam; Bendaminol; Benflogin; Benzidamine hydrochloride; Benzindamine hydrochloride; Benzydamine hydroc;CLORHIDRATO DE BENDICIDAMINA"
1320-01-0,"Benceno, metilpentil- (9CI)",C12 H18,"Tolueno, pentil-; Amiltolueno;Toluene pentyl- (6CI8CI); Amyltoluene;Amiltolueno"
1320-37-2,"Etano, diclorotetrafluoro -",C2Cl2F4,Diclorotetrafluoroetano; Tetrafluorodicloroetano; Tetrafluorodichloroethane;Dichlorotetrafluoroethane; Isceon 224;Tetrafluorodicloroetano
1321-14-8,"Ácido bencenosulfónico, hidroximetoxi-, sal de potasio (1:1)",C7H8O5S.K,"Ácido bencenosulfónico, hidroximetoxi, sal monopotásica; ácido bencenosulfónico, hidroximetoxi, sal de potasio; Gaiatase; Gaiathiol; Guaiacolsulfonate potaáium; Guajantin; Kasucol; Orthocol; Orthocoll; Potaáium guaiacolsulfonate; Potaáium sulfoguaiacolate; Silborina; Siracol; Sirolin; Sulfogaiacol; Sulfoguaiacol; Thiocol; Tiocol;Benzenesulfonic acid hydroxymethoxy- monopotaáium salt (8CI9CI); Benzenesulfonic acid hydroxymethoxy- potaáium salt (7CI);TIOCOL"
1321-64-8,"Naftaleno, pentacloro -",C10H3Cl5,Pentacloronaftaleno;Pentachloronaphthalene;Pentacloro naftaleno
1321-65-9,"Naftaleno, tricloro -",C10H5Cl3,Tricloronaftaleno;Trichloronaphthalene;Tricloro naftaleno
1321-69-3,"Ácido naftalenosulfónico, sal de sodio (1:1)",C10H8O3S.Na,"Naftalenosulfónico, sal de sodio ; naftalenosulfonato de sodio; Naxan; Sodium naphthalenesulfonate; Sodium naphthylsulfonate; Spolostan 4P;Naphthalenesulfonic acid sodium salt (8CI9CI); Bevaloid 36;NAFTALENSULFONATO DE SODIO"
1321-74-0,"Benceno, dietenil -",C10H10,"benceno, divinil-; Dietenilbenceno; Divinilbenceno; Vinilestireno;Benzene  divinyl- (8CI);DVB 96;DVB 960;DVB-H;DVR 960;Diethenylbenzene;Divinylbenzene;Vinylstyrene; DVB 960; DVB-H; DVR 960; Diethenylbenzene; Divinylbenzene; Vinylstyrene;Benzene divinyl- (8CI); DVB 96;Divinil benceno"
1321-89-7,Isodecanal,C10H20O,Isodecilaldehido;Isodecylaldehyde;Isodecaldehido
1321-94-4,"Naftaleno, metil -",C11H10,metilnaftaleno; Monometilnaftaleno; Monomethylnaphthalene; Sure-Sol 187; Tetrosin MNLF;Dycar MN; Methylnaphthalene;1-metil naftaleno
1322-13-0,"Ácido 2-Propenóico, etilhexil éster",C11 H20 O2,"Acrilato de etilhexilo;  1-hexanol, etil-, acrilato ;Acrylic acid ethylhexyl ester (6CI8CI); 1-Hexanol ethyl- acrylate (8CI);Acrilato 2 etil hxil"
1322-36-7,"Dodecanotiol (8CI, 9CI)",C12 H26 S," dodeciltiol; mercaptano Isododecil;Dodecyl thiol; Isododecyl mercaptan;Dodecanotiol, 1 (mezcla de mercaptanos alifaticos)"
1323-03-1,"Ácido propanóico, 2-hidroxi-, tetradecil éster",C17 H34 O3,Lactic acid  tetradecyl ester (8CI);Cegesoft C 17;Ceraphyl 50;Crodamol ML;Dermol ML;Myristyl lactate;Tetradecyl lactate;Nulo
1323-39-3,"Ácido octadecanoico Monoacrilato de 1,2-propanodiol",C21H42O3,"ácido esteárico, éster con 1,2-propanodiol; ácido esteárico, monoéster con 1,2-propanodiol; 1,2-propanodiol, Monoestearato ; Monoestearato de 1,2-propilenglicol; Monoestearato de propilenglicol; estearato de glicol de propileno; 1 2-Propanediol  monostearate (8CI); 1 2-Propylene glycol monostearate; Aldo PGHMS; Atlas G 2158; Atlas G 922; Cerasynt PA; Cerasynt PN; Crill 26; Dragil P; EMP 1800; Emalex PGMS; Emcol PS 50; Emcol PS 50RHP; Emerest 2381; Grindsted PGMS; Grindsted PGMS 90; Grindtek PGMS 90; Hodag PGS; Homotex PS 200V; Hydroxypropyl stearate; Mazol PGMS;Monosteol;Monosteol TG;Myverol P 06;NSC 4841;Nikkol PMS;Nikkol PMS 1C;Nikkol PMS 1CSE;Nikkol PMS-SE;Noca;Nonex 32;PS 100;Pegosperse PS;Propylene glycol monooctadecanoate;Stearic acid ester with 12-propanediol (6CI7CI); Stearic acid monoester with 12-propanediol (8CI);Monoestearato Propilenglicol"
1323-65-5,"Fenol, dionilo -",C24H42O,Dinonilfenol;Dinonylphenol;Dinonil fenol
1325-37-7,Amarillo Directo 11,Fórmula química no especificada,amarillo K; Atlantic Stilbene Yellow GA; Azine Fast Yellow A; Azomine Yellow R; Bencidal Fast Yellow X; Benzanil Yellow R; Benzenesulfonic acid  2-methyl-5-nitro-  alk. cond. products; Benzo Fast Yellow A; C.I. 40000; C.I. Acid Yellow 62; Calcomine Yellow 2G; Carta Yellow G; Carta Yellow G 180; Chlorazol Paper Yellow R; Chrome Eather Yellow TG; Chrome Leather Fast Yellow A; Chrome Leather Yellow A; Cresotine Yellow A; Curcumine S; Diamine Fast Yellow A; Diazine Yellow R; Diazol Fast Yellow A;Diphenyl Fast Yellow FA;Diphenyl Yellow G;Direct Fast Yellow A;Direct Fast Yellow AC;Direct Fast Yellow R;Direct Golden Yellow 2G;Direct Orange G;Direct Paper Yellow R;Direct Stilbene Yellow;Direct Yellow 11;Direct Yellow A;Direct Yellow F;Direct Yellow G;Airedale Yellow RD; Amanil Fast Yellow AN;AMARILLO DIRECTO 11
1325-75-3,"Etanaminio, N-[4 - [[4 - (dietilamino) fenil] fenilmetileno] -2,5-ciclohexadien-1-ilideno]-N-etil-, molibdatotungstatofosfato",C27H33N2.x No especificado,"Molibdatetungstatofosfato, N-[4 - [[4 - (dietilamino) fenil] fenilmetileno] -2,5-ciclohexadien-1-ilideno]-N-etiletanaminium ; Pigment verde 1; Pigmento verde 5; Bronze Green; C.I. 42040:1; C.I. Pigment Green 1; C.I. Pigment Green 5; Chemisperse CG 2174; Conc. Green G; Consol Bluish Green; Cyanine Green 2GS; Eljon Green Toner; Fanal Green D 8330; Fanal Green G Supra; Fanal Green PM 8330; Fast Green Toner G; Fastel Green G Supra; Helmerco Green BGM; Irgalite Deep Green MB; Irgalite Deep Green TCD; Kromal Green G; Lake Basic Green; Lamprolac Green 2BL; Molybdate Green;No. 14249 Forthbrite Dark Green;No. 43 Forthbrite Dark Green;Nyco Liquid Green 2BF;Nyco Super Green 2B;Permanent Brilliant Green Toner;Permanent Brilliant Green Toner B;Pigment Green 1;Poster Green;Pyramid Brilliant Green Toner;Recolite Green GTS;Rosebank Green;Siegle Green Extract D454;Silosuper Green G;Molybdatetungstatephosphate N-[4-[[4-(diethylamino)phenyl]phenylmethylene]-25-cyclohexadien-1-ylidene]-N-ethylethanaminium (9CI); Brillfast Deep G;PIGMENTO VERDE"
1325-82-2,"Violeta básico 1, molibdatotungstanatofosfato",Fórmula química no especificada,"Pigmento Violeta 3 ; Molibdatetungstatofosfato, sal con Violeta basico 1; Benzenamine  4-[(4-aminophenyl)(4-imino-2 5-cyclohexadien-1-ylidene)methyl]-  N-Me derivs.  molybdatetungstatephosphates; Benzoic Methyl Violet Lake; Brillfast Violet; C.I. 42535:2; C.I. Pigment Violet 10; Calcotone Violet RP; Chemisperse CV 8030; Conc. Violet R; Consol Violet; Dainichi Fast Violet M Toner; Dainichi Fast Violet MX; Eljon Violet Toner; Fanal Violet R Supra; Fanal Violet RA Supra; Fanal Violet VT 8015; Fanatone Violet; Fast Bronze Violet; Fast Violet 7805; Fast Violet Toner R; Fastel Violet R; Fastel Violet R Supra;Federal Fast Violet 7001;Halopont Violet NM;Helmerco Violet MR;Irgalite Violet MNC;Irgalite Violet MR;Irgalite Violet TCR;Kromal Violet R;Lake Basic Violet;Methyl Violet PMA Lake VA 4150;No. 34 Forthbrite Fast Violet;No. 48 Forthbrite Fast Violet;Nyco Liquid Violet RF;Nyco Super Violet 4R;C.I. Pigment Violet 3 (8CI); Molybdatetungstatephosphate salt with C.I. Basic Violet 1 (9CI);PIGMENTO VIOLETA 3"
132539-06-1,"10H-tieno [2,3-b] [1,5 benzodiazepina], 2-metil-4-(4-metil-1-piperacinil) -",C17 H20 N4 S,Integrol;áLanzac;áOlanz;Olanzapina;áOleanz;áOlenz;áOlimelt;áOliza;áOltal;áZyprexa;Integrol;LY 170053;Lanzac;Olanz;Olanzapine;Oleanz;Olenz;Olimelt;Oliza;Oltal;ZypAdhera;Zyprexa;  Lanzac;  Olanz;  Olanzapine;  Oleanz;  Olenz;  Olimelt;  Oliza;  Oltal;  ZypAdhera;  Zyprexa; Integrol;  LY 170053;OLANZAPINA
13254-34-7,"2-heptanol, 2,6-dimetil-",C9 H20 O,2 6-Dimethyl-2-heptanol;Dimetol;Freesiol;Nulo
13257-44-8,"2-nonina, 1,1-dimetoxi-",C11 H20 O2,2-Nonynal  dimethyl acetal (7CI 8CI);1 1-Dimethoxynon-2-yne;Pamabel;Nulo
