Cas# /Accession#,Chemical Name
P-16-0450,"1,2,4-Benzenetricarboxylic acid, 1,2,4-trinonyl ester"
P-16-0460,Silane-treated aluminosilicate 
P-16-0461,Silane-treated aluminosilicate 
P-16-0463,Silane-treated aluminosilicate 
P-16-0464,Silane-treated aluminosilicate 
P-16-0487,"Benzenesulfonic acid 1,2-diazenediylbis[6-ethenyl]-3-sulfophenyl diazenyl-2-sulfophenyl ethenyl salt "
P-16-0489,"Epoxy-amine adduct, methanesulfonates "
P-16-0490,"Epoxy-amine adduct, methanesulfonates "
P-16-0491,"Epoxy-amine adduct, methanesulfonates "
P-16-0495,"2-Pentanol, 4-methyl-, reaction products with phosphorus oxide , compounds with alkylamine (generic)"
P-16-0509,Modified ethylene-vinyl alcohol copolymer 
P-16-0513,Alkyl phenol 
P-16-0516,"2-Pyridinecarboxylic acid, 4-amino-6--5-fluoro-, phenylmethyl ester, hydrochloride (1:1)"
P-16-0533,"Ethanaminium, alkyl-, salt with aromatic triazole "
P-16-0546,"Cashew, nutshell liq., polymer with acid and halohydrin "
P-16-0549,Alkaline functionalized methacrylate-substituted polymer 
P-16-0572,Polyamine polyacid adduct 
P-16-0573,Polyamine polyacid adduct 
P-16-0583,Aromatic hydrocarbon resin 
P-16-0589,Pentaerythritol ester of mixed linear and branched carboxylic acids 
224987,Alkyl bisphenol 
224987,Alkyl bisphenol 
P-16-0594,"Alkanone, [substituted oxyalkyl substituted alkyl carbomonocycle] substituted dialkyl alkylcarbomonocycle "
P-16-0600,Organo-titanate 
P-17-0179,Modified carboxypolyamine salt 
P-17-0198,Neodymium aluminium alkyl polymer complexes 
P-17-0199,Oxyalkylene Urethane Polyolefin 
P-17-0200,"1 ,3-bisbenzene (generic)"
P-17-0204,"1 ,4-bisbenzene (generic)"
P-17-0205,bisbenzene (generic)
P-17-0206,Imino alkane amine phosphate 
P-17-0221,"Alkylheterocyclic amine blocked isocyanate, alkoxysilane polymer "
P-17-0222,"1, 3,5-Triazine-2,4-diamine, 6-phenyl-, reaction products with polyalkylene glycol mono- alkyl ether and 2,4-toluene diisocyanate "
P-17-0223,"Fatty acids, tall-oil, reaction products with 2-[amino]alkanol, compds. With alkylene oxide-glycidyl o-tolyl ether polymer dihydrogen phosphate alkyl ether (generic)"
P-17-0230,"Oxirane, 2-alkyl-, polymer with oxiranc, mono[N-[3--4(or 6)alkylphenyl] carbamate], alkyl ether, ester with 2,2',2""-nitrilotris- [alkanol] (generic)"
P-17-0247,Branched alkyl  carboxylic acid (generic)
P-17-0248,Branched alkyl  alcohol (generic)
P-17-0257,Single-Walled Carbon Nanotubes
P-17-0260,Alkoxy silane modified butadiene styrene copolymer 
P-17-0274,Fatty acid amide alkyl amine salt 
P-17-0275,Fatty acid amide alkyl amine salt 
P-17-0276,Fatty acid amide alkyl amine salt 
P-17-0277,Fatty acid amide alkyl amine salt 
P-17-0279,Fatty acid amide alkyl amine salts 
P-17-0280,Fatty acid amide alkyl amine salts 
P-17-0295,Hydrochlorofluoroolefin 
P-17-0296,"Siloxanes and Silicones, di-Me, hydrogen-terminated, reaction products with acrylic acid and 2-ethyl-2-[methyl]-1 ,3-propanediol, polymers with chlorotrimethylsilane-iso-Pralc.-sodium reaction products"
P-17-0306,Fatty acid modified aromatic polyester polyol 
P-17-0307,Fatty acid modified aromatic polyester polyol 
P-17-0318,Sulfuric acid mixed salt 
P-17-0321,Naphthalene trisulfonic acid sodium salt 
P-17-0327,Polymer of Aliphatic dicarboxylic acid and dicyclo alkane amine 
P-17-0328,"2-Furancarboxylic acid, tetrahydro-"
P-17-0345,"Polyurethane, methacrylate blocked "
P-17-0354,silyl)alkanenitrile (generic)
P-17-0367,"Vegetable oil, polymer with alkanedioic acid, alkali lignin, diethylene glycol- and polyol-depolymd. poly waste plastics and arylcarboxylic acid anhydride (generic)"
P-17-0368,"Vegetable oil, polymer with alkanedioic acid, alkali lignin, diethylene glycol- and polyol-depolymd. poly waste plastics (generic)"
P-17-0369,"Waste plastics, poly, depolymd. GN: With diethylene glycol, polymers with alkanedioic acid, alkali lignin and arylcarboxylic acid anhydride (generic)"
P-17-0370,"Waste plastics, poly, depolymd. with diethylene glycol and polyol, polymers with alkanedioic acid, alkali lignin and arylcarboxylic acid anhydride (generic)"
P-17-0371,"Vegetable oil, polymer with alkanedioic acid, alkali lignin, diethylene glycol- and polyol-depolymd. poly waste plastics and arylcarboxylic acid anhydride (generic)"
P-17-0372,"Vegetable oil, polymer with alkanedioic acid, alkali lignin, diethylene glycol-depolymd. poly waste plastics and arylcarboxylic acid anhydride (generic)"
P-17-0380,Amine- and hydroxy-functional acrylic polymer 
P-17-0381,"Hydroxy acrylic polymer, methanesulfonates "
P-17-0386,"Cashew, nutshell liq. Polymer with formaldehyde, phenol and resorcinol"
P-17-0405,Halogenated benzoic acid ethyl ester 
P-17-0406,Halogenated benzoic acid ethyl ester 
P-17-0407,Halogenated benzoic acid ethyl ester 
P-17-0408,Halogenated benzoic acid ethyl ester 
P-17-0409,Halogenated benzoic acid ethyl ester 
P-17-0410,Halogenated benzoic acid ethyl ester 
P-17-0411,Halogenated benzoic acid ethyl ester 
P-17-0412,Halogenated benzoic acid ethyl ester 
P-17-0414,Halogenated benzoic acid 
P-17-0415,Halogenated benzoic acid 
P-17-0416,Halogenated benzoic acid 
P-17-0417,Halogenated benzoic acid 
P-17-0418,Halogenated benzoic acid 
P-17-0419,Unsaturated polycyclic hydrocarbon 
P-17-0420,Halogenated benzoic acid 
P-17-0421,Halogenated benzoic acid 
P-17-0422,Halogenated benzoic acid 
P-17-0423,Halogenated benzoic acid ethyl ester 
P-17-0441,Halogenated benzoic acid 
P-17-0442,Halogenated benzoic acid 
P-17-0443,"Benzoic acid, 2, 3, 6-trifluoro, sodium salt "
P-17-0444,Halogenated benzoic acid 
P-17-0445,Halogenated benzoic acid 
P-17-0446,Halogenated benzoic acid 
P-17-0447,Halogenated benzoic acid 
P-17-0448,Halogenated benzoic acid 
P-17-0449,Halogenated benzoic acid 
P-17-0450,Halogenated benzoic acid 
P-18-0003,"Fatty acids, diesters with dihydroxyalkane, fatty acids, esters with dihydroxyalkane "
P-18-0023,Propanediol phosphate 
P-18-0042,"2,5-Furandione, polymer with 2-ethyl-2--1,3-propanediol, 3a,4,5,6,7,7ahexahydro-4,7-methano-1H-inden-5(or 6)-yl ester, ester with 2,3-dihydroxypropyl neodecanoate, polymer with 5-isocyanato-l-(isocyanatomethyl)-1,3 ,3-trimethylcyclohexane, 2-hydroxyethyl acrylate- and 2-hydroxyethyl methacrylate-blocked"
P-18-0047,"1,2-Ethanediol, 1,2-dibenzoate"
P-18-0200,"Waste plastics, poly, polymers with diethylene glycol, glycerol, polyerythritol, triethylene glycol, trimethylolalkane and polypropylene glycol (generic)"
P-18-0201,"Waste plastics, poly, polymers with diethylene glycol, glycerol, polyerythritol glycol, trimethylolalkane and polypropylene glycol (generic)"
P-18-0208,"Polymer of acrylamide, substituted ammonium chloride and sodium salt of derivatized propanesulfonic acid "
P-18-0235,Naphtha oils 
P-19-0005,"Phenol-formaldehyde epoxy, polymer with an alkyl polyester polysulfide "
SN-16-0005,Potassium titanate 
SN-16-0011,Cesium tungsten oxide
SN-17-0003,Multi wall carbon nanotubes 
SN-17-0004,"Oxazolidine, 3,3’-methylene bis 5-methyl-"
SN-17-0005,"2-Propenoic acid, 1 , 1’- ester"
SN-17-0008,"1-Propene, 2-chloro-3,3,3-trifluoro-"
SN-17-0009,"Propane, 2-chloro-1,1,1,2-tetrafluoro-"
SN-17-0010,"2-Propen-1-one, 1--"
SN-17-0012,"1,2,4,5,7,8-Hexoxonane, 3,6,9-triethyl-3,6,9-trimethyl-"
SN-17-0013,"1,2,4,5,7,8-Hexoxonane, 3,6,9-trimethyl-, 3,6,9-tris derivs."
SN-17-0015,"1,2,4,5,7,8-Hexoxonane, 3,6,9-triethyl-3,6,9-trimethyl-"
SN-18-0004,Functionalized multi-walled carbon nanotubes
P-16-0151,Perfluoropolyether halide 
P-16-0152,Perfluoropolyether Aryl 
P-16-0153,Substituted aryl perfluoropolyether 
P-16-0154,Substituted aryl perfluoropolyether aromatic transition metal salt 
P-16-0155,Sulfonated perfluoropolyether aryl alkali metal salt 
P-18-0129,"Benzenepropanal, .alpha.,.alpha., 3-trimethyl-"
P-19-0079,"Substituted heterocyclic onium compound, salt with 2,2,2-trifluoro-1--1-(trifluoromethyl)ethyl 3-[(2-methyl-1-oxo-2-propen-1-yl)oxy]tricyclo[3.3.1.13,7]decane-1- carboxylate (1:1), polymer with acenaphthylene, 1-ethenyl-4-[[1-(1-methylethyl)cyclopentyl]oxy]benzene and 4-ethenylphenol, di-Me 2,2&#039;-(1,2-diazenediyl)bis[2-methylpropanoate]-initiated"
P-19-0124,"Ashes , reaction products with alkenetrialkoxysilane and silicic acid (H4SiO4) tetra-Et ester (generic)"
P-19-0107,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0076,"Sulfonium, bis carbomonocycle, salt with dihalo substituted alkyl carbopolycyclic carboxylate (1:1)"
P-19-0125,"Ashes , reactions products with alkenyltrialkoxysilane, silicic acid (H4SiO4) tetra-Et ester and trialkoxyalkylsilane (generic)"
P-19-0106,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0078,"Substitutedheterocyclic onium compound, salt with 2,2,2-trifluoro-1--1-(trifluoromethyl)ethyl 3-[(2-methyl-1-oxo-2-propen-1-yl)oxy]tricycle[3.3.1.13,7]decane-1- carboxylate (1:1), polymer with acenaphthylene, 1-ethenyl-4-[(1-ethylcyclopentyl)oxy]benzene and 4-ethenylphenol, di-Me 2,2&#039;-(1,2-diazenediyl)bis[2-methylpropanoate]-initiated"
P-19-0126,"Ashes , reaction products with 1-alkenyl-N-(alkenyldialkylsilyl)-1,1-dialkylsilanamine (generic)"
P-19-0105,"Halogenated benzoic acid, ethyl ester "
P-19-0086,Halogenated sodium alkylbenzoate
P-19-0108,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0083,"Charcoal, coconut shell, reaction products with cyclic amine"
P-19-0104,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0094,"2-Propenoic acid, methyl ester"
P-19-0111,"Dibenxotheiophenium, aryl substituted trifluoro-hydroxy-alkenoate (1:1) (generic)"
P-19-0101,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0093,Halogenated benzoaic acid 
P-19-0122,"2-propenoic acid, 2- ethyl ester (generic)"
P-19-0110,"Halogenated benzoic acid, ethyl ester "
P-19-0096,"Benzofuranone, bis-[dialkyl[tetrakis(branched alkyl)-alkyl-dibenzo-substitutedphosphite-yl] phenyl]- (generic)"
P-19-0123,Alkylamidoethyl acrylate 
P-19-0132,"Fatty acid, polymer with alkanedioic acid dialkyl ester, alkanoic acid, oxo alkyl ester, substituted carbomonocycle, alkyl substituted alkanediol, and alkylol substituted alkane "
P-19-0097,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0137,Alkyl oligomeric reaction products 
P-19-0131,"Isoalkylaminium, N-isoalkyl,-N, N-dimethyl chloride "
P-19-0114,"Sulfonium, triphenyl-, trifluoro-hydroxy-alkanoate (1:1) (generic)"
P-19-0133,"Heterosubstituted-bile acid, 1--2,2,2-trifuloroethyl ester, ion (1-), (5)-, triphenylsulfonium (1:1) (generic)"
P-19-0098,"Phosphoric acid, polymer with -alkanediol and alkanediol (generic)"
P-19-0115,"Sulfonium, bis carbomonocycle, substituted carbomonocyclic ester (generic)"
P-19-0136,"iso-alkylamine, N-isoalkyl-N-methyl "
P-19-0100,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0138,Perfluorodioxaalkanoyl fluoride 
P-19-0102,"Halogenated alkylbenzoic acid, ethyl ester "
P-19-0113,Metal oxide-chloro 
P-19-0127,"Ashes , reaction products with alkenyltrialkoxysilane, silicic acid (H4SiO4) tetra-Et ester and (trialkoxysilyl)carbomonocycle (generic)"
P-19-0139,Perfluoro-2-methyl-trioxaalkanoyl fluoride 
J-19-0025,"Biofuel producing Saccharomyces cerevisiae modified, genetically stable "
P-19-0112,"Substituted heterocyclic onium compound, salt with 1--2,2,2-trifluoroethyl 3-[(2-methyl-1-oxo-2-propen-1-yl)oxy]tricyclo[3.3.1.13,7]decane-1-carboxylate (1:1), polymer with 3-etheylphenol, 1-(1-methylethyl)cyclopentyl 2-methyl-2-propenoate and 1-(7-oxabicyclo[2.2.1]hept-2-yl)cyclopentyl 2-methyl-2-propenoate, di-Me 2,2'-(1,2-diazenediyl)bis[2-methylpropenoate]-initiated (generic)"
P-19-0128,"Ashes , reaction products with alkenyltrialkoxysilane, silicic acid (H4SiO4) tetra-Et ester and 1,1,1-trialkyll-N-(trialkylsilyl)silanamine (generic)"
J-19-0024,"Biofuel producing Saccharomyces cerevisiae modified, genetically stable "
P-19-0129,"Ashes , reactions products with alkenyltrialkoxysilane, silicic acid (H4SiO4) tetra-Et ester and trialkoxyalkylsilane (generic)"
P-19-0142,"Heteropolycycle, aromatic-, salt with dihalo-substituted alkyl carbopolycycle carboxylate  (generic)"
P-03-0135,"1,2-Cyclohexanedicarboxylic acid, 1- 2-(2-methylpropyl) ester"
P-14-0070,"Pentane-1,5-diamine"
195472,"12-Hydroxystearic acid, reaction products with alkylene diamine andalkanoic acid "
195472,"12-Hydroxystearic acid, reaction products with alkylene diamine andalkanoic acid "
229608,"1-H-Benz[de]isoquinoline-1,3-dione-2-(-alkyl-)-(alkyl-amino-)"
229608,"1-H-Benz[de]isoquinoline-1,3-dione-2-(-alkyl-)-(alkyl-amino-)"
229608,"1-H-Benz[de]isoquinoline-1,3-dione-2-(-alkyl-)-(alkyl-amino-)"
P-15-0176,6-Sulfanylhexan-1-ol
196271,"2&#039;-Fluoro-4&#039;&#039;-alkyl-4-propyl-1,1&#039;:4&#039;,1&#039;&#039;-terphenyl"
196271,"2&#039;-Fluoro-4&#039;&#039;-alkyl-4-propyl-1,1&#039;:4&#039;,1&#039;&#039;-terphenyl"
196271,"2&#039;-Fluoro-4&#039;&#039;-alkyl-4-propyl-1,1&#039;:4&#039;,1&#039;&#039;-terphenyl"
P-15-0573,5-furan-2-carbaldehyde
191334,"2-Propenoic acid, alkyl-2-alkyl ester"
191334,"2-Propenoic acid, alkyl-2-alkyl ester"
191334,"2-Propenoic acid, alkyl-2-alkyl ester"
P-13-0192,"4, 7-Methano-1H-indene, 3a, 4, 7, 7a-tetrahydro-, polymer with 2-methyl-1, 3-butadiene and 5-bicyclo[2.2.1]hept-2-ene"
223611,"4-Ethyl-2&#039;-fluoro-4&#039;&#039;-alkyl-1,1&#039;:4&#039;,1&#039;&#039;-terphenyl"
223611,"4-Ethyl-2&#039;-fluoro-4&#039;&#039;-alkyl-1,1&#039;:4&#039;,1&#039;&#039;-terphenyl"
223611,"4-Ethyl-2&#039;-fluoro-4&#039;&#039;-alkyl-1,1&#039;:4&#039;,1&#039;&#039;-terphenyl"
185570,Acid salt functionalized methacrylate substituted polymers
185570,Acid salt functionalized methacrylate substituted polymers
185570,Acid salt functionalized methacrylate substituted polymers
225333,Acid functionalized methacrylate substituted polymers
225333,Acid functionalized methacrylate substituted polymers
225333,Acid functionalized methacrylate substituted polymers
203088,Acid functionalized methacrylate-substituted polymers
203088,Acid functionalized methacrylate-substituted polymers
203088,Acid functionalized methacrylate-substituted polymers
188137,Acid functionalized methacrylate-substituted polymers
188137,Acid functionalized methacrylate-substituted polymers
188137,Acid functionalized methacrylate-substituted polymers
212498,Acid functionalized methacrylate substituted polymers
212498,Acid functionalized methacrylate substituted polymers
212498,Acid functionalized methacrylate substituted polymers
213913,"Acid reaction products with cadmium zinc selenide sulfide, trioctylphosphine and trioctylphosphine oxide"
213913,"Acid reaction products with cadmium zinc selenide sulfide, trioctylphosphine and trioctylphosphine oxide"
213913,"Acid reaction products with cadmium zinc selenide sulfide, trioctylphosphine and trioctylphosphine oxide"
191174,"Acid, reaction products with cadmium selenide , trioctylphosphine and trioctylphosphine oxide"
191174,"Acid, reaction products with cadmium selenide , trioctylphosphine and trioctylphosphine oxide"
191174,"Acid, reaction products with cadmium selenide , trioctylphosphine and trioctylphosphine oxide"
201275,"Acid, reaction products with cadmium selenide sulfide, acid, trioctylphosphine and trioctylphosphine oxide"
201275,"Acid, reaction products with cadmium selenide sulfide, acid, trioctylphosphine and trioctylphosphine oxide"
201275,"Acid, reaction products with cadmium selenide sulfide, acid, trioctylphosphine and trioctylphosphine oxide"
P-15-0691,"Acrylic acid, polymer with polyalkylene polyamine "
P-15-0470,Algal oil amide 
206178,Aliphatic acrylate 
206178,Aliphatic acrylate 
206178,Aliphatic acrylate 
208607,Aliphatic N-alkyl urea polymer containing aspartic ester groups andtrimethoxy silanes
208607,Aliphatic N-alkyl urea polymer containing aspartic ester groups andtrimethoxy silanes
208607,Aliphatic N-alkyl urea polymer containing aspartic ester groups andtrimethoxy silanes
203204,Aliphatic N-alkyl urea polymer containing cyclohexyl groups and trimethoxy silanes
203204,Aliphatic N-alkyl urea polymer containing cyclohexyl groups and trimethoxy silanes
203204,Aliphatic N-alkyl urea polymer containing cyclohexyl groups and trimethoxy silanes
228229,Alkylamine functionalized methacrylate substituted polymer
228229,Alkylamine functionalized methacrylate substituted polymer
228229,Alkylamine functionalized methacrylate substituted polymer
217562,Alkylamine functionalized methacrylate substituted polymer
217562,Alkylamine functionalized methacrylate substituted polymer
217562,Alkylamine functionalized methacrylate substituted polymer
215635,"Alkanediol, 2,2-bis -, polymer with substituted alkane, heteromonocycles, alkenoate"
215635,"Alkanediol, 2,2-bis -, polymer with substituted alkane, heteromonocycles, alkenoate"
215635,"Alkanediol, 2,2-bis -, polymer with substituted alkane, heteromonocycles, alkenoate"
215635,"Alkanediol, 2,2-bis -, polymer with substituted alkane, heteromonocycles, alkenoate"
198608,"Alkanoic acid, alkyl-, substituted alkyl ester, polymer with alkyl alkenoate, substituted carbomonocycle, substituted alkyl alkenoate and alkyl substituted alkenoate, substituted alkanenitrile-initiated,  polymers with substituted alkanenitrile-initiated, alkanoic acid-alkane substituted acrylates-substituted carbomonocycle polymer, compds. with alkylamino alkanol"
198608,"Alkanoic acid, alkyl-, substituted alkyl ester, polymer with alkyl alkenoate, substituted carbomonocycle, substituted alkyl alkenoate and alkyl substituted alkenoate, substituted alkanenitrile-initiated,  polymers with substituted alkanenitrile-initiated, alkanoic acid-alkane substituted acrylates-substituted carbomonocycle polymer, compds. with alkylamino alkanol"
198608,"Alkanoic acid, alkyl-, substituted alkyl ester, polymer with alkyl alkenoate, substituted carbomonocycle, substituted alkyl alkenoate and alkyl substituted alkenoate, substituted alkanenitrile-initiated,  polymers with substituted alkanenitrile-initiated, alkanoic acid-alkane substituted acrylates-substituted carbomonocycle polymer, compds. with alkylamino alkanol"
193181,"Alkenoic acid, reaction products with polyethylene glycol ether with hydroxyalkyl substituted alkane"
193181,"Alkenoic acid, reaction products with polyethylene glycol ether with hydroxyalkyl substituted alkane"
193181,"Alkenoic acid, reaction products with polyethylene glycol ether with hydroxyalkyl substituted alkane"
189367,"Alkyl alkenoic acid, polymer with alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, alkanediol diheteromonocyclic ether, polyalkylene glycol alkyl ether alkyl alkenoate and alkylcarbomocyclic alkenoate, metal salt"
189367,"Alkyl alkenoic acid, polymer with alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, alkanediol diheteromonocyclic ether, polyalkylene glycol alkyl ether alkyl alkenoate and alkylcarbomocyclic alkenoate, metal salt"
189367,"Alkyl alkenoic acid, polymer with alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, alkanediol diheteromonocyclic ether, polyalkylene glycol alkyl ether alkyl alkenoate and alkylcarbomocyclic alkenoate, metal salt"
219193,"Alkyl alkenoic acid, polymer with alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, polyalkylene glcol alkyl ether alkyl alkenoate, dialkylene glycol diheteromonocyclic ether and alkylcarobomonocyclic alkenoate, metal salt"
219193,"Alkyl alkenoic acid, polymer with alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, polyalkylene glcol alkyl ether alkyl alkenoate, dialkylene glycol diheteromonocyclic ether and alkylcarobomonocyclic alkenoate, metal salt"
219193,"Alkyl alkenoic acid, polymer with alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, polyalkylene glcol alkyl ether alkyl alkenoate, dialkylene glycol diheteromonocyclic ether and alkylcarobomonocyclic alkenoate, metal salt"
200283,"Alkyl alkenoic acid, polymer with bis heteromonocyclic substituted alkyl carbomonocycle, alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, polyalkylene glycol alkyl alkenoate and alkylcarbomonocyclic alkenoate, metal salt"
200283,"Alkyl alkenoic acid, polymer with bis heteromonocyclic substituted alkyl carbomonocycle, alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, polyalkylene glycol alkyl alkenoate and alkylcarbomonocyclic alkenoate, metal salt"
200283,"Alkyl alkenoic acid, polymer with bis heteromonocyclic substituted alkyl carbomonocycle, alkenylcarbomonocycle telomer with substituted alkanoic acid hydroxyl alkyl substituted alkenyl substituted alkyl ester, polyalkylene glycol alkyl alkenoate and alkylcarbomonocyclic alkenoate, metal salt"
211202,"Alkyl heteromonocycle, polymer with heteromonocycle, carboxyalkyl alkyl ether"
211202,"Alkyl heteromonocycle, polymer with heteromonocycle, carboxyalkyl alkyl ether"
211202,"Alkyl heteromonocycle, polymer with heteromonocycle, carboxyalkyl alkyl ether"
